name,address,latitude,longitude,hours,website,phone
The Big Tree,"39-41, Dorset Street Lower, Dublin",53.359834,-6.260889,,,
IdleWild,"14, Fade Street, Dublin",53.342085,-6.264143,"Mo-Th 17:00-24:00+; Fr 14:00-24:00+; Sa,Su 12:00-24:00+",https://idlewilddublin.com/,
Dockers,"4-5, Sir John Rogerson's Quay, Dublin",53.346428,-6.245621,,https://www.dockerspub.ie,+353861034089
Rascals HQ,"Unit 5, Tyrconnell Road, Dublin",53.335967,-6.324054,,https://rascalsbrewing.com,
Open Gate Taproom,"53, James Street, Dublin",53.343218,-6.287053,,,
Raheny United Clubhouse Bar,"All Saints Drive, Raheny",53.378369,-6.179117,,https://www.rahenyunited.ie/clubhouse-lounge,
The White House,"12-13, Main Street, Baldoyle",53.397993,-6.127101,,http://thewhitehousebarandfood.com,+35318322323
Powerhouse Bar and Cocktail Village,"92, James's Street, Dublin",53.34389,-6.285709,,https://www.roeandcowhiskey.com/,
Tenters,"1, Mill Street, Dublin",53.337137,-6.275312,,https://www.tenterspub.ie/,
The Brazen Head,"19-20, Bridge Street Lower, Dublin",53.344937,-6.276311,Mo-Th 10:30-23:30; Fr-Sa 10:30-00:30; Su 12:30-23:30,https://brazenhead.com/,+353 01 6779549
Kennedy's,"30-32, Westland Row, Dublin",53.342154,-6.250752,Mo-Th 10:30-23:30; Fr-Sa 10:30-00:30; Su 12:00-23:00,https://kennedyspub.ie,+353-1-679-9077
Keavan's Port,"1, Camden Street Upper, Dublin",53.333469,-6.265175,"Mo,Tu,We,Th 07:00-24:00; Fr,Sa 07:00-25:00; Su 07:00-23:30",https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/keavans-port,+353 1 405 4790
The Yacht,"8, Thorncastle Street, Dublin",53.342053,-6.227485,,,
Thomas Clarke’s,"35, O'Connell Street Upper, Dublin",53.352539,-6.261111,,https://www.murraysbar.ie/spaces,
M. O’Brien,"8-9, Sussex Terrace, Dublin",53.331314,-6.251629,,https://www.mobrienspubdublin.com/,+353-1-6762851
Cois Life Bar,"Eden Quay, Dublin",53.348393,-6.255632,,https://libertyhalltheatre.ie/cois-life-bar/,
Café en Seine,"39-40, Dawson Street, Dublin",53.340723,-6.2586,,https://www.cafeenseine.ie/,+35316774567
22 Bar & Restaurant,"Porterstown Road, Castleknock",53.366131,-6.389596,Mo-Sa 12:00-22:00; Su 15:00-22:00,,
The Local,,53.303249,-6.21921,,,
Zanzibar Locke Bar,"Ormond Quay Lower, Dublin",53.346559,-6.264017,,https://baraza.ie/,
Centurion Bar,,53.327464,-6.229662,,,
Molly's,"101, Francis Street, Dublin",53.340633,-6.274493,,https://galwaybaybrewery.com/mollysbar/,
The Abbey Bar,"26, Abbey Street Lower, Dublin",53.348436,-6.25733,,https://www.abbeytheatre.ie/your-visit/food-and-drink/,
J.R. Mahon's,"1-2, Burgh Quay, Dublin",53.347001,-6.258149,,https://www.jrmahons.ie/,+35316705777
The Whiskey Reserve,"Temple Lane South, Dublin",53.345228,-6.26422,"Mo-We 12:00-23:00, Th,Su 12:00-23:30, Fr,Sa 11:00-24:00",https://thewhiskeyreserve.com/,
The Bar,,53.412659,-6.218491,,,
The Sin Bin,,53.341335,-6.250847,,,
Disndat,,53.343668,-6.263661,"Mo-We 12:00-24:00+, Th-Sa 12:00-03:00, Su 12:00-24:00+",,
Tailor's Hall Tavern,"High Street, Dublin",53.342929,-6.27323,,,
The Croft,"Swords Road, Dublin",53.377449,-6.246524,,https://www.bonningtondublin.com/dining/the-croft-bar/,
Drury Buildings Bar,"Drury Street, Dublin",53.341932,-6.263446,,https://drurybuildings.com/bar-and-garden/,
Love Tempo,"110, Thomas Street, Dublin",53.342925,-6.279259,,https://www.lovetempo.ie/,
Ned O'Shea's,"12, Bridge Street Lower, Dublin",53.344891,-6.2759,,https://www.nedosheas.ie/,
Harty's bar,"Nassau Street, Dublin",53.343025,-6.258825,,,
No. 27 Bar & Lounge,St. Stephen's Green,53.339017,-6.256231,Mo-Th 10:30-23:30; Fr 10:30-00:30; Sa 12:00-00:30; Su 12:00-23:00,https://theshelbourne.com/dine-and-drink-at-the-shelbourne/no-27-the-shelbourne-bar/,
Knights Bar,"Castle Avenue, Clontarf",53.364874,-6.206627,"Mo-Th 12:00-21:30; Fr,Sa 12:00-22:00; Su 12:30-21:30",https://www.clontarfcastle.ie/dining/knights-bar/,
Iveagh Bistro,"10-13, Parkgate Street, Dublin",53.348067,-6.291069,,https://www.ashlinghotel.ie/bistro-bar,
Lemon & Duke,"1, Duke Lane Upper, Dublin",53.341556,-6.259131,,https://www.lemonandduke.ie,
T. Humphrey’s,"79-81, Ranelagh, Ranelagh",53.324104,-6.252288,,,
Smyth’s,"75-77, Ranelagh, Ranelagh",53.324124,-6.252349,,,
The Mint,,53.345514,-6.258292,,,
Point A Hotel Bar,"17-19, Moore Lane, Dublin",53.351733,-6.262738,,,
Cooper’s Corner,"1, Bow Bridge, Dublin",53.342514,-6.296672,,,
Hyde,,53.341554,-6.259333,,,
The Morris Bar,"15, Talbot Street",53.350724,-6.255348,,https://themorrisbar.ie/,
Le Petite Renard,"2, Sundrive Road",53.31966,-6.291157,"We-Th 17:30-22:00; Fr 17:30-23:00; Su 10:00-15:00; Sa 10:00-15:00, 17:30-23:00",,
Quinn's,,53.363543,-6.258056,,,
National Concert Hall Bar,,53.334628,-6.259246,,https://www.nch.ie/plan-your-visit/food-drink/bars-at-the-nch/,
Toners Yard,,53.337553,-6.252479,,,
The Sarah Curran,,53.298892,-6.286329,,,
Brady's,,53.383996,-6.367632,,,
Salmon's,,53.390602,-6.406187,,,
The Bell,"Castleknock Road, Blanchardstown",53.384734,-6.37158,,,+353 1 8213067
The Balgriffin Inn,"Malahide Road, Dublin",53.40898,-6.178501,"Mo-Th 12:00-23:30; Fr, Sa 12:00-00:30; Su 12:00-23:00",https://thebalgriffin.ie/,+353-1-8472379
The Racecourse Inn,"Grange Road, Baldoyle",53.396711,-6.13705,,,
Newtown House,"Malahide Road, Belcamp",53.396513,-6.188876,,,
Harry Byrne’s,"107-109, Howth Road, Dublin",53.366993,-6.216396,,https://harrybyrnes.ie,
The Brookwood Inn,,53.399549,-6.374725,,,
The Great Wood,"Westend Village, Dublin",53.389226,-6.388858,,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-great-wood-dublin,
The Carpenter,Carpenterstown Road,53.371941,-6.389194,"Mo-Th 10:30-23:30, Fr,Sa 10:30-00:30, Su 12:30-23:00",,
The Bernard Shaw,"Cross Guns Bridge, Dublin",53.364689,-6.271351,,https://thebernardshaw.com/,+353 1 906 0218
The Pennyblack,"Castletymon Road, Tallaght",53.295905,-6.341319,,,
Saint Peregrine's GAA - Bar,,53.395288,-6.405006,,,
Goggins,"99, Monkstown Road",53.293578,-6.154587,,,
The Yacht Tavern,"8, Wellington Street",53.294641,-6.139225,Su-Th 10:00-23:30; Fr-Sa 10:00-00:30,https://www.facebook.com/McKennasPubDunLaoghaire/,+3531280 3970
Dunphy’s,"41, George's Street Lower, Dún Laoghaire",53.293213,-6.138802,,,+353-1-2801668
Buck Mulligan's,"128, George's Street Lower, Dún Laoghaire",53.294789,-6.14156,Mo-Th 16:00-23:30; Fr 16:00-00:30; Sa 13:00-00:30; Su 13:00-23:00,https://www.buckmulligans.ie/,
The Church,"Mary Street, Dublin",53.348585,-6.266964,"Mo-Th 10:30-23:00, Fr,Sa 10:30-02:30, Su 11:30-23:00",https://www.thechurch.ie/,+353 1 8280102
The 51,"51, Haddington Road, Dublin",53.334608,-6.242357,,,
Clonsilla Inn,,53.382384,-6.407838,,,
Ryan’s Beggar’s Bush,"112-115, Haddington Road, Dublin",53.336325,-6.236737,,https://beggarsbush.com/,
The Waterloo,"36, Baggot Street Upper, Dublin",53.333501,-6.243097,,,
Searsons,"42-44, Baggot Street Upper, Dublin",53.333405,-6.242819,,https://searsonsbar.ie/,
The Bath,"26, Bath Avenue, Dublin",53.337473,-6.23216,,https://thebathpub.ie/,+353892415804
Slattery’s,"62, Grand Canal Street Upper, Dublin",53.337322,-6.234235,,https://slatterys.bar/,
The Cow,"2, Shelbourne Road",53.337041,-6.23404,,https://thechophouse.ie/,+353-1-660-2390
The Blue Haven,"1A, Ballyroan Road, Rathfarnham",53.293557,-6.308364,,,+353 1 4945382
The Ferryman,"35-36, Sir John Rogerson's Quay, Dublin",53.346008,-6.240702,,https://www.theferrymantownhouse.ie,+353-1-6717053
The Bottler’s Bank,"6, Terenure Road East, Dublin",53.312056,-6.274988,,,
The Dropping Well,"Milltown Road, Milltown",53.308065,-6.254892,,https://droppingwell.com/,
Smyth’s,"10, Haddington Road, Dublin",53.334814,-6.243468,,,
The Goat Grill,Taney Road,53.292554,-6.229988,,,
Becky Morgan's,"9, Grand Canal Street Lower",53.339697,-6.242093,,,
The Gasworks,"Grand Canal Street Upper, Dublin",53.338003,-6.2375,,https://www.galwaybaybrewery.com/gasworks/,+353 1 230-9634
Farmer Brown’s,"68, Clonskeagh Road, Dublin",53.314139,-6.23881,,https://www.farmerbrowns.ie,
The Glenside,"20, Landscape Road",53.299726,-6.268013,,,
"John Kavanagh’s ""The Gravediggers""","1-2, Prospect Square, Dublin",53.369668,-6.271931,,https://johnkavanagh-the-gravediggers.business.site/,
Flood’s,"140-142, Sundrive Road, Dublin",53.324472,-6.296434,,,+353 1 4542463
The Bottle Tower,"1, Beaumont Avenue, Churchtown",53.294987,-6.256859,,http://thebottletower.ie/,
The Patriot’s Inn,"760, South Circular Road, Dublin",53.341685,-6.307559,,https://patriotsinn.ie,+35316799595
Artane House,,53.384401,-6.214124,,,
The Brian Boru,"Prospect Road, Dublin",53.365213,-6.272175,,https://www.thebrianboru.com/,+353 1 830-4527
Ryan’s,"92, Camden Street Lower, Dublin",53.33634,-6.265819,,,
Whelan’s,"25, Wexford Street, Dublin",53.336558,-6.265875,,https://www.whelanslive.com,+35314780766
Devitt’s,"78, Camden Street Lower, Dublin",53.335552,-6.265532,,https://www.devittspub.ie/,
The Bayside Inn,"Bayside Square North, Sutton",53.38888,-6.141135,,,
Fitzgerald's,"22, Aston Quay, Dublin",53.346642,-6.259644,,,
O’Connell’s,"30, Bachelors Walk, Dublin",53.34744,-6.260286,,http://www.oconnellsbardublin.ie/,+353 1 874 5730
The Workshop,"10, George's Quay, Dublin",53.347327,-6.254783,,,
Mulligan's,"8-9, Poolbeg Street, Dublin",53.34696,-6.255529,,,+353 1 6775582
Chaplin’s,"2, Hawkins Street, Dublin",53.346212,-6.257187,"Fr-Su 16:00-02:00, Mo-Th 17:00-02:00",,
Cassidy's,"27, Westmoreland Street, Dublin",53.346361,-6.258737,,http://www.cassidysbar.ie/web/home.html,
Bowe’s,"31, Fleet Street, Dublin",53.345807,-6.257887,,https://www.facebook.com/Boweswhiskeybar/,+353-1-6714038
Panti Bar,"7-8, Capel Street, Dublin",53.346611,-6.267794,Mo-Th 16:00-23:30; Fr-Sa 16:00-00:30; Su 16:00-23:00,https://www.pantibar.com/,+353 1 874 0710
Jack Nealon,"165-166, Capel Street, Dublin",53.346383,-6.268193,,,
The Stag's Head,"1, Dame Court, Dublin",53.343824,-6.263518,Mo-Sa 11:00-24:00; Su,https://stagshead.ie/,
4 Dame Lane,"4, Dame Lane, Dublin",53.343763,-6.262857,,https://4damelane.ie,
J. McNeill,"140, Capel Street, Dublin",53.347763,-6.268754,,,
Slattery’s,"129-131, Capel Street, Dublin",53.348275,-6.268934,Mo-Th 07:00-23:30; Fr-Sa 07:00-01:00; Su 12:30-23:30,,
The Boar’s Head,"149, Capel Street, Dublin",53.347374,-6.268599,,,
J. Grogan's,"15, William Street South, Dublin",53.34224,-6.262705,,https://www.groganspub.ie,
Arthur’s,"28, Thomas Street, Dublin",53.343091,-6.281709,,,
Dudley’s,"47-48, Thomas Street, Dublin",53.342648,-6.278943,,,+35315472307
Lundy Foot’s,"13, Essex Gate, Dublin",53.344935,-6.267953,,https://www.lundyfoots.ie,+353 01 6711535
The Porterhouse,"16-18, Parliament Street, Dublin",53.345132,-6.267393,Mo-We 11:30-24:00; Th 11:30-01:00; Fr-Sa 11:30-02:00; Su 12:00-24:00,https://porterhousebrewco.ie/temple-bar/,+35316798847
The Beer Temple,"1-3, Parliament Street, Dublin",53.344281,-6.267058,,,+35316718267
Peter's Pub,"1, Johnson's Place, Dublin",53.340906,-6.263217,,http://peterspub.ie/,
Neary’s Bar & Lounge,"1, Chatham Street, Dublin",53.340691,-6.261145,"Mo 11:30-22:30, Tu-Th 11:30-23:30, Fr,Sa 11:30-00:30, Su 12:30-22:00",https://www.nearys.ie,+353 1 677 8596
Bar Rua,"32, Clarendon Street, Dublin",53.341089,-6.26243,,https://galwaybaybrewery.com/barrua/,+353-1-4414425
Sheehan’s,"17, Chatham Street, Dublin",53.34098,-6.261765,,https://sheehanspub.ie/,+353 1 677 1914
Kehoe’s Pub,"9, Anne Street South, Dublin",53.341238,-6.259443,"10:00-23:00; Fr,Sa 10:00-01:00",https://kehoesdublin.ie,
The Yacht,"73, Clontarf Road, Clontarf",53.36175,-6.215153,,https://theyachtbar.ie/,
Lincoln’s Inn,"18-19, Lincoln Place, Dublin",53.342023,-6.252515,Mo-Th 12:00-22:00; Fr 12:00-22:30; Sa 12:00-21:00,,
McGrattan’s Café Bar,"76-77, Fitzwilliam Lane, Dublin",53.338597,-6.251159,Mo-Sa 10:30-23:30; Su 11:30-23:30,,
Connolly’s,"198, Clontarf Road, Clontarf",53.359192,-6.195539,,,
The Silver Penny,"12A, Abbey Street Lower, Dublin",53.349096,-6.256561,,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-silver-penny-dublin,
T.P. Smith’s,"9-10, Jervis Street, Dublin",53.347476,-6.265962,,https://tpsmiths.ie/,+353-1-8782067
The Grand Central Bar,"10-11, O'Connell Street Lower, Dublin",53.348322,-6.259188,,https://grandcentral.ie/,
Clifton Court Bar,"10, Eden Quay, Dublin",53.348,-6.257999,,,
Lanigan’s,"10-11, Eden Quay, Dublin",53.348022,-6.257901,,,
The Wiley Fox,"28, Eden Quay, Dublin",53.34834,-6.256003,,https://thewileyfox.ie/,+35315440900
The Grand Social,"35, Liffey Street Lower, Dublin",53.346856,-6.263521,,,
The Star Bar,"43-44, Baggot Street Lower, Dublin",53.336836,-6.248703,,,
Ashtons,,53.315955,-6.237115,,,
The Yellow House,"1, Willbrook Road, Dublin",53.296694,-6.28496,,,
O’Neill’s of Pearse Street,"36-37, Pearse Street, Dublin",53.344922,-6.252399,,https://www.oneillsdublin.com/oneills-pub,
Moss Lane,"37B, Pearse Street, Dublin",53.344875,-6.252096,"Mo-Th 12:30-24:00,Fr-Sa 12:30-01:00",,
The Flowing Tide,"9, Abbey Street Lower, Dublin",53.348842,-6.257835,,,
James Toner,"139, Baggot Street Lower, Dublin",53.337706,-6.252485,,,
Bruxelles,"7-8, Harry Street, Dublin",53.341372,-6.260845,,https://bruxelles.ie/,
The Bankers,"16, Trinity Street, Dublin",53.343964,-6.262478,,,
Matt the Thresher,"31-32, Pembroke Street Lower, Dublin",53.336988,-6.251591,,https://matts.ie/,
Dolly Heffernan's,,53.416362,-6.357946,,,
W.Plunket,"52, Middle Abbey Street, Dublin",53.347936,-6.262467,,https://www.wplunket.ie/,
The Gin Palace,"42, Middle Abbey Street, Dublin",53.347769,-6.263437,,https://ginpalace.ie/,
The Oval,"78, Middle Abbey Street, Dublin",53.348454,-6.260339,Su-Th 09:00-00:00; Fr-Sa 09:00-01:00,https://www.theoval.ie/,
The Vat House,"3, Anglesea Street, Dublin",53.344637,-6.261982,,http://www.vathouse.ie/,
The Auld Triangle,"28, Dorset Street Lower, Dublin",53.359022,-6.261584,,,
The Deer’s Head,"151-152, Parnell Street, Dublin",53.353388,-6.260165,,,
Hophouse,"160, Parnell Street, Dublin",53.353048,-6.260802,,,+353 1 872 8318
Mema’s,"155, Parnell Street, Dublin",53.353224,-6.260441,,,+35318747637
The Harbourmaster Pub,"Custom House Docks, Dublin",53.349994,-6.249005,,,
Sarsfield Racing Pigeon Club,,53.342616,-6.335696,,,
Ballyfermot Sports and Social Club,,53.341781,-6.357511,,,
The Ginger Man,"39-40, Fenian Street, Dublin",53.341899,-6.249516,Mo-Th 11:30-00:30; Fr-Sa 11:30-01:30; Su 16:00-23:00,,
The Pavilion,"College Green, Dublin",53.342701,-6.252917,Mo-Fr 10:00-21:00,,
The International Bar,"23, Wicklow Street, Dublin",53.343132,-6.26181,,,
O'Donoghue's,"15, Suffolk Street, Dublin",53.343453,-6.259688,,https://odonoghuesbar.ie/,
The Gate Bar,"153-155, Crumlin Road, Dublin",53.328649,-6.303308,Mo-Th 12:00-23:30; Fr-Sa 12:00-00:30; Su 12:00-23:00,http://pubsdirect.ie/thegatebar,+353 1 454 2157
The Deputy Mayor,,53.401308,-6.297309,,,
The Libertine,"57, Clanbrassil Street Lower, Dublin",53.332391,-6.275482,,https://thelibertinedublin.ie/,+35315320279
The 79 Inn,"367, Ballyfermot Road, Dublin",53.342415,-6.358943,,,
The Hairy Lemon,"40-42, Stephen Street Lower, Dublin",53.341283,-6.26382,"Mo-Th 11:30-23:30, Fr-Sa 11:30-01:30, Su 12:00-23:00",https://thehairylemon.ie/,+353 1 671 8949
Hole in the Wall,"Blackhorse Avenue, Dublin",53.366037,-6.323342,,,
The Pawn Shop,"15, Dame Street, Dublin",53.343985,-6.265266,,,
Mercantile,"27-28, Dame Street, Dublin",53.343992,-6.26389,,https://www.mercantilehotel.ie/en/bar/,
Dawson Lounge,"25, Dawson Street, Dublin",53.339757,-6.258867,,https://dawsonlounge.ie/,
The Bailey,"1-4, Duke Street, Dublin",53.342025,-6.259439,,https://baileybarcafe.com/,
Kavanagh's of Castleknock,,53.377767,-6.376563,,,
Greyhound Inn,"Main Street, Blanchardstown",53.386774,-6.377841,,,
The Brew Dock,"1, Amiens Street, Dublin",53.350133,-6.251044,,https://galwaybaybrewery.com/brewdock,+35318881842
Davy Byrne’s,"21, Duke Street, Dublin",53.341841,-6.259362,,https://davybyrnes.com/,
The Palace Bar,"21, Fleet Street, Dublin",53.345909,-6.259616,,https://www.thepalacebardublin.com,+353-1-6717388
Blackbird,"82-84, Rathmines Road Lower, Dublin",53.326869,-6.264611,,https://www.blackbirdrathmines.com/,
Tapped,"45-46, Nassau Street, Dublin",53.34301,-6.258935,,https://tappeddublin.com,+35316799204
McDaid's,"3, Harry Street, Dublin",53.341228,-6.261001,,,
The George,"89, George's Street Great South, Dublin",53.343812,-6.264645,"Mo-Fr 14:00-02:30, Sa,Su 12:30-02:30",https://thegeorge.ie,+353 1 6776943
Johnny Rush's,"65, William Street South, Dublin",53.34288,-6.261846,,,
The Rag Trader,"39-40, Drury Street, Dublin",53.342654,-6.262938,,,
The Oliver St John Gogarty,"58-59, Fleet Street, Dublin",53.345598,-6.261666,,https://www.gogartys.ie/bar/,
The Old Stand,"37, Exchequer Street, Dublin",53.343147,-6.262141,Mo-Su 11:00-00:30,https://theoldstandpub.com/,
Madigans,"104-105, Leeson Street Lower",53.33614,-6.256853,"Mo-Th 12:00-23:30; Fr,Sa 12:00-00:30; Su off",,
Hartigan’s,"100, Leeson Street Lower, Dublin",53.335971,-6.256587,,http://hartigans.eu/,+353-1-6762280
O'Donoghue's,"15, Merrion Row, Dublin",53.338156,-6.254181,,https://www.odonoghues.ie/,
The King’s Inn,"42, Bolton Street, Dublin",53.352346,-6.2692,"Mo-Th 13:00-23:30, Fr,Sa 13:00-00:30, Su 13:00-23:00",,
Ely Wine Bar,"22, Ely Place, Dublin",53.33797,-6.254048,,https://www.elywinebar.ie/,+353 (01) 676 8986
The Mezz,"23-24, Eustace Street, Dublin",53.344695,-6.264628,Mo-Su 12:00-03:00,,+353 1 611 1130
The Norseman,"28-29, Essex Street East, Dublin",53.345347,-6.264738,,https://www.norseman.ie/,
The Oak,"81, Dame Street, Dublin",53.344294,-6.266918,,,
Foggy Dew,"1, Fownes Street Upper, Dublin",53.344452,-6.26346,,https://www.thefoggydewpubdublin.com/,
Merchant's Arch,"48-49, Wellington Quay, Dublin",53.345934,-6.262818,,https://www.merchantsarch.ie/menus,
Ha'penny Bridge Inn,"42, Wellington Quay, Dublin",53.345866,-6.263313,,https://www.hapennybridgeinn.com,
The Swan,"57-58, York Street, Dublin",53.339627,-6.265544,,http://theswanbar.com,+35314752722
The Lucky Duck,"43, Aungier Street, Dublin",53.338483,-6.265895,,,
The Bleeding Horse,"24-25, Camden Street Upper, Dublin",53.333492,-6.264726,,https://bleedinghorse.ie/,+35314752705
Bottom of the Hill,Finglas Road,53.38741,-6.29709,,,
Ruby Finnegan's,,53.342604,-6.330108,,,
Millmount House,"11, Drumcondra Road Upper, Dublin",53.368908,-6.255375,,,
Fagan’s,"146, Drumcondra Road Lower, Dublin",53.367468,-6.25597,,,
The Christchurch Inn,"13, High Street, Dublin",53.343388,-6.27331,,https://christchurchinn.ie/,
The Strawberry Hall,,53.362412,-6.38572,,,+353 1 8210634
The Temple Bar,"47-48, Temple Bar, Dublin",53.345459,-6.264072,Mo-Th 09:30-23:30; Fr 09:30-20:00; Sa 09:30-19:00; Su 11:00-23:30,https://thetemplebarpub.com,
Shamrock Lodge,"Seamus Ennis Road, Dublin",53.390355,-6.299886,,,
The Full Shilling,Jamestown Road,53.389585,-6.298668,,,
Halfway House,"399, Navan Road, Dublin",53.372445,-6.331139,,https://halfwayhousedublin.com,
Lloyd’s,"46, Amiens Street, Dublin",53.352666,-6.249272,,,
Martin’s,"122, Ballygall Road West, Dublin",53.390659,-6.288044,,,
J.J. Grainger,"51, Talbot Street, Dublin",53.351247,-6.250403,,,
Graingers Hanlons Corner,North Circular Road,53.357454,-6.288762,,,
Clarke's City Arms,,53.356008,-6.28809,,,
Kavanagh’s,"1-2, Aughrim Street, Dublin",53.353372,-6.285885,,,
Ringside Bar,,53.33048,-6.280086,,,
The Ramble,"145-147, Killester Avenue, Killester",53.375458,-6.209496,,,
The Watermill,"411, Howth Road, Raheny",53.379789,-6.177125,,,
The Manhattan,"3-5, Station Road, Raheny",53.380601,-6.174773,,http://www.themanhattanraheny.ie,+35318329603
The Inn,"9, Main Street, Raheny",53.379915,-6.174123,,,
The Strand House,"12, Fairview, Dublin",53.363364,-6.23579,,https://strandhouse.ie,+353 1 559 1121
Gaffney & Son,"5-6, Fairview, Dublin",53.363048,-6.23646,,,
Toddy’s Bar & Brasserie,"20-23, O'Connell Street Upper, Dublin",53.351864,-6.260701,,,
The Beachcomber,"179, Howth Road, Killester",53.370699,-6.206138,,,
The Parnell Heritage Pub,"72-74, Parnell Street, Dublin",53.352149,-6.262011,,https://theparnell.com/,
Uncle Tom’s Cabin,"Dundrum Road, Dundrum",53.295206,-6.246519,,,
The Bridge Tavern,"6, Summerhill Parade, Dublin",53.357238,-6.248795,,,
Opium,"26, Wexford Street, Dublin",53.336701,-6.266037,,,
The Long Hall,"51, South Great George's Street, Dublin",53.341868,-6.265332,Mo-Th 12:30-23:30; Fr 12:30-00:30; Sa 12:30-00:30; Su 12:30-23:00,,
The Ivy House,"114, Drumcondra Road Upper, Dublin",53.372415,-6.252173,"Mo-We 12:00-23:30, Th-Sa 12:00-02:30, Su 12:30-23:00, PH 12:30+",https://www.theivyhouse.ie,+353 1 837 5385
Drop Dead Twice,"18/19, Francis Street, Dublin",53.342447,-6.275358,Mo-Su 17:00- 23:30,https://www.dropdeadtwice.com,
Barbers Bar,"19, Grangegorman Lower, Dublin",53.352146,-6.279815,,https://www.thebarbers.ie,+353-1-6770540
Myo’s,"Castleknock Road, Dublin",53.372741,-6.362414,,,
The Blackrock,"1-5, Temple Road, Blackrock",53.300677,-6.177047,"Mo-We 15:00-23:30, Th,Fr 15:00-00:30, Sa 11:00-00:30, Su 11:00-23:00",https://www.theblackrock.ie,
The Glimmer Man,"14-15, Stoneybatter, Dublin",53.350856,-6.281938,,,
L. Mulligan Grocer,"18, Stoneybatter, Dublin",53.35103,-6.28218,,https://www.lmulligangrocer.com/,+35316709889
Tommy O’Gara,"19, Stoneybatter, Dublin",53.351084,-6.282283,,,
The Belfry,"37, Stoneybatter, Dublin",53.350406,-6.282089,Mo-Th 16:00-23:30; Fr-Sa 16:00-00:30; Su 16:00-23:00,,
J. Walsh & Co.,"6-7, Stoneybatter, Dublin",53.35038,-6.281636,,,
McGettigan’s,"78, Queen Street, Dublin",53.34731,-6.28026,,,
The Black Wolf,"Main Street, Blanchardstown",53.385976,-6.374422,"Mo-We 16:00-24:00, Fr,Sa 12:00-01:30, Th 16:00-00:30, Su 12:00-24:00",https://theblackwolf.ie/,
Flannery’s,"6-8, Camden Street Lower, Dublin",53.336127,-6.265014,,,
Barebone,"11, Wexford Street, Dublin",53.337092,-6.265354,,https://barebone.ie/,+35314705100
McGowan’s of Harold's Cross,"174, Harold's Cross Road, Dublin",53.323221,-6.280327,,,+353-1-4978618
Priorswood Inn,"Clonshaugh Avenue, Dublin",53.403342,-6.206664,,,
Dead Man’s Inn,"Old Lucan Road, Dublin",53.356079,-6.397817,,https://www.deadmansinn.com,+35316265690
The Morgue,"Templeogue Road, Templeogue",53.298276,-6.302811,,https://www.themorgue.ie,+35314906805
The Old Orchard,"74, Butterfield Avenue, Rathfarnham",53.29467,-6.299266,,,
Piper’s Corner,"105-106, Marlborough Street, Dublin",53.349047,-6.257948,Su-Th 16:00-23:30; Fr-Sa 16:00-00:30,https://piperscorner.ie,+35318733503
The Auld Dubliner,"24-25, Temple Bar, Dublin",53.345567,-6.261977,,https://aulddubliner.ie/,
Wren's Nest,,53.362539,-6.401791,,,
The Royal Oak,"11, High Road, Kilmainham Lane, Dublin",53.341641,-6.303759,,,+353 1 671 3967
Donoghue’s,"29, Emmet Road, Dublin",53.340811,-6.31069,,,+35314532038
Nolita,"64-65, South Great George's Street, Dublin",53.342482,-6.264964,,https://www.nolita.ie/,+353-1-4781590
Leonard’s Corner,"117, South Circular Road, Dublin",53.332142,-6.27546,,,
Kilmardinny Inn,Lorcan Avenue,53.391234,-6.235371,,,
The Cat and Cage,"74, Drumcondra Road Upper, Dublin",53.37122,-6.253192,,https://catandcage.ie,+35318573809
Kavanagh’s,"38-39, Main Street, Dublin",53.298427,-6.285449,,,
The Revels,"37, Main Street, Dublin",53.298333,-6.285511,,,
Mullingar House,"Mullingar Terrace, Dublin",53.348435,-6.342268,,https://themullingarhouse.ie/,
The Villager,"31, Main Street, Dublin",53.349676,-6.344396,"Mo-Fr 16:00-21:00+; Sa,Su 12:30-09:00+",,
Street 66,"33-34, Parliament Street, Dublin",53.344509,-6.267609,,https://www.street66.bar/,+353 87 421 6759
Hacienda Bar,"15, Little Mary Street, Dublin",53.348156,-6.270258,,,
Anne's Bar,"8, Essex Street East, Dublin",53.345201,-6.266278,,https://annesbar.ie/,
The Circular,"536-538, South Circular Road",53.336292,-6.297912,,,
Beaumont House,Dublin,53.385678,-6.23287,,,
Clonliffe House,"43-44, Ballybough Road, Dublin",53.361165,-6.242573,,,
The Silver Penny,Abbey Street Lower,53.349112,-6.256467,08:00-23:30,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-silver-penny-dublin,+353-1-8746884
Cock & Bull,"Main Street, Coolock",53.389224,-6.200989,,https://thecockandbull.ie/,+353 1 867 1919
Downey’s,"89, Cabra Road, Dublin",53.361238,-6.283039,,,
The Cedar Lounge,"76, Saint Assam's Park, Raheny",53.381237,-6.164861,,,
Grainger's,"74, Malahide Road",53.367688,-6.226848,Su 09:00-23:00; We-Th 09:00-23:30; Fr-Sa 09:00-00:30; Tu 12:00-23:30; Mo 12:00-23:30,,(01) 224 8534
The Bohemian,"66, Phibsborough Road, Dublin",53.361026,-6.273013,,,
