name,address,latitude,longitude,hours,website,phone,nearestSpot,nearestSpotCounty
The Central Inn,,54.647617,-6.745604,Check local listings,,,Cookstown,
Pug Uglys,"21, Bedford Street, Belfast",54.593817,-5.931475,Check local listings,,,Belfast,
Woodville Arms,"111, Lake Street, Lurgan",54.473791,-6.333329,Check local listings,,,Dougher,
The Corner House,,54.762076,-8.413235,Check local listings,,,Ardara,Donegal
Mickalene's,Ardara,54.762145,-8.41416,Check local listings,,,Ardara,Donegal
The Heritage Bar,Ardara,54.76212,-8.414052,Check local listings,,,Ardara,Donegal
Teague's Bar,Ardara,54.762021,-8.416017,Check local listings,,,Ardara,Donegal
Big Francies,Ardara,54.762125,-8.415835,Check local listings,,,Ardara,Donegal
The Beehive Bar,Ardara,54.761862,-8.414575,Check local listings,,,Ardara,Donegal
Brewers Fayre Harbour,"Alexander Pier, Carrickfergus",54.711638,-5.809076,Check local listings,https://www.brewersfayre.co.uk,+442893356420,Carrickfergus,
Brock Inn,,53.43316,-6.332416,Check local listings,,,Ward Cross,
Nolita,"64-65, South Great George's Street, Dublin",53.342482,-6.264964,Check local listings,https://www.nolita.ie/,+353-1-4781590,Dublin,
An Poitín Stil,"Naas Road, Rathcoole",53.28103,-6.476792,Check local listings,https://anpoitinstil.ie/,+353-1-4589244,Rathcoole,
Muldoons Bar,"13, Corporation Square, Belfast",54.604816,-5.922484,Check local listings,,,Sailortown,
Cloughfern Arms,,54.67643,-5.915807,Check local listings,,,Cloughfern,
The Forge,Forkhill,54.061926,-6.437229,Check local listings,,,Lurgankiel,
The Welcome Inn,Forkhill,54.082007,-6.451002,Check local listings,,,Forkhill,
Mc Evoys,Hazelhatch Road,53.318123,-6.518642,Mo-Sa 12:00-23:30,,,Hazelhatch Bridge,
The Rising Sun Bar,Cork,51.776298,-8.568947,Check local listings,,+353 21 477 1374,Halfway,
Leonard’s Corner,"117, South Circular Road, Dublin",53.332142,-6.27546,Check local listings,,,Portobello,
Kilmardinny Inn,Lorcan Avenue,53.391234,-6.235371,Check local listings,,,Beaumont,Dublin
The Cross Bar,"Clondargan, Stradone",53.987764,-7.236209,Mo-Su 10:00-23:30,,,Stradone,Cavan
Thomas Connolly’s,"Markievicz Road, Sligo",54.27279,-8.473853,Check local listings,https://www.thomasconnollysligo.com,+353719194920,Sligo,
Tigh Mhuirithe,,52.05292,-7.553265,Check local listings,,,An Rinn,Waterford
Tiġ an Ċeoil,,52.050011,-7.565893,Check local listings,,,An Rinn,Waterford
Silver Eel,"135, Lurgan Road, Glenavy",54.578357,-6.245854,Check local listings,,+44 28 9445 2213,Glenavy,
Paddy's,,53.054684,-8.203571,Check local listings,,,Terryglass,
Gings,,53.942524,-8.096127,Check local listings,,,Carrick-on-Shannon,
The Cat and Cage,"74, Drumcondra Road Upper, Dublin",53.37122,-6.253192,Check local listings,https://catandcage.ie,+35318573809,Drumcondra,Dublin
Hamilton's,Geashill,53.235784,-7.322221,Check local listings,,,Geashill,
Daly's Corcomroe Bar,,53.120438,-9.070887,closed,,,Ballyvaughan,
O'Donoghue's,Knockraha,51.95935,-8.339836,Check local listings,,,Knockraha,
The Black Man,"Dublin Pike, Cork",51.930126,-8.462656,Check local listings,,+353 21 430 3034,Dublin Pike,
The Widows,Glanmire,51.918527,-8.396782,Check local listings,,,Glanmire,Cork
Halfway House,,54.542267,-7.29039,Check local listings,,,Seskinore,
O'Connors Bar,,53.186479,-8.909036,Check local listings,,,Ballinderreen,
Jordan's,,53.18605,-8.909052,Check local listings,,,Ballinderreen,
Glancy's Bar,,53.941417,-8.098879,Check local listings,,,Carrick-on-Shannon,
Kavanagh’s,"38-39, Main Street, Dublin",53.298427,-6.285449,Check local listings,,,Rathfarnham,
The Revels,"37, Main Street, Dublin",53.298333,-6.285511,Check local listings,,,Rathfarnham,
The Horse and Hound,"Convent Road, Delgany",53.133773,-6.09099,Check local listings,https://www.horseandhounddelgany.com,,Delgany,Wicklow
Q-Eleven,"11, Liberty Square, Thurles",52.678722,-7.813904,Check local listings,,,Thurles,Tipperary
Skeehan’s,"6, Liberty Square, Thurles",52.678571,-7.814235,Check local listings,,,Thurles,Tipperary
Mrs. Crogh’s,"4, Parnell Street, Thurles",52.679327,-7.81496,Check local listings,,+353851164689,Thurles,Tipperary
Taffy's Bar & Lounge,"Parnell Street, Thurles",52.679447,-7.815082,Check local listings,,,Thurles,Tipperary
Tom Dunne,"Friar Street, Thurles",52.678144,-7.819179,Check local listings,,,Thurles,Tipperary
Jim Kennedy,"Parnell Street, Thurles",52.679909,-7.815682,Check local listings,,,Thurles,Tipperary
The Hazel Tree,,52.191415,-8.644339,Check local listings,,,New Twopothouse,
Noel Ryan,"12-13, Parnell Street, Thurles",52.680289,-7.815935,Check local listings,,,Thurles,Tipperary
Kilpedder Inn,,53.110386,-6.105809,Check local listings,,,Kilpedder,
The Hibernia,"1, Royal Marine Terrace, Bray",53.205638,-6.100596,Check local listings,https://www.hiberniabray.com,+35312862183,Bray,
Ma Hogans Bar,"72, Catherine Street, Limerick",52.662488,-8.626426,Check local listings,https://www.mahogansbar.ie/,+35361316111,Limerick,
Massereene House,"4, Bridge Street, Antrim",54.714239,-6.219322,Check local listings,,,Antrim,
The Glue Pot,,53.016612,-8.032402,Check local listings,,,Ballingarry,Tipperary
Levi’s Corner House,"Main Street, Ballydehob",51.56257,-9.46029,Check local listings,,,Ballydehob,Cork
J. Daly,"Main Street, Ballydehob",51.562589,-9.460196,Check local listings,,,Ballydehob,Cork
O'Dwyer's Bar & Grill,,53.420517,-6.137885,Check local listings,,,Portmarnock,
Rosie’s,"Main Street, Ballydehob",51.562723,-9.460608,Check local listings,,,Ballydehob,Cork
Mountainview Tavern,"417, Shankill Road, Belfast",54.606095,-5.959857,Check local listings,,,Woodvale,
The Balscadden Inn,,53.617926,-6.231373,Check local listings,,,Balscaddan,Dublin
Mernagh’s,Oylegate,52.424353,-6.531445,Check local listings,,,Oilgate,
The Abbey Tavern,"28-29, Abbey Street, Howth",53.387001,-6.06576,Check local listings,,,Howth,Dublin
Voodoo,"9-11, Fountain Street, Belfast",54.598799,-5.931743,Check local listings,,,Belfast,
Summit Inn,"Thormanby Road, Howth",53.37259,-6.058038,Check local listings,,,Howth,Dublin
McHugh's,"29, Queens Square, Belfast",54.600838,-5.923128,Check local listings,,,Markets,
Ben Madigan’s Bar & Kitchen,"169-175, Cavehill Road",54.626677,-5.943225,Mo-Sa 11:30-01:00; Su 12:00-24:00,https://benmadigansbar.com,+44 28 9692 2009,Westland,
Times Bar,,54.614873,-5.924564,Check local listings,,,Tiger's Bay,
The Royal,"188, Sandy Row, Belfast",54.589425,-5.936197,Check local listings,,,Sandy Row,
Dan O’Connell’s,"2, Abbey Street, Ennis",52.844677,-8.982869,Check local listings,http://danoconnells.com,+353656849914,Ennis,Clare
The Curragower,"Clancy's Strand, Limerick",52.668549,-8.627959,Check local listings,https://curragower.com,+353877014723,Limerick,
The Pier House Bar,,51.635044,-8.710332,Check local listings,,,Courtmacsherry,
Buddy's,,52.8244,-8.248759,Check local listings,,,Silvermines,
Bree’s,"The Bridge, Strandhill",54.271501,-8.581547,Check local listings,https://www.brees.ie/,+353719168579,Strandhill,
The Flying Horse,,54.247498,-8.859385,Check local listings,,,Dromore West,
Harp Tavern,"Lower Quay Street, Sligo",54.273583,-8.476719,Check local listings,,,Sligo,
Portley’s,"1, Broad Street, Limerick",52.666121,-8.619807,Check local listings,,,Limerick,
The Roadhouse,"Cornagrade Road, Enniskillen",54.354582,-7.636157,Check local listings,,,Enniskillen,
Milstone Bar and Restaurant,,54.640649,-7.298264,Check local listings,,,Killyclogher,
The Railway Bar,,52.402501,-9.616999,Check local listings,,,Lixnaw,
Mullingar House,"Mullingar Terrace, Dublin",53.348435,-6.342268,Check local listings,https://themullingarhouse.ie/,,Chapelizod,Dublin
The Villager,"31, Main Street, Dublin",53.349676,-6.344396,"Mo-Fr 16:00-21:00+; Sa,Su 12:30-09:00+",,,Chapelizod,Dublin
The Stores Olde World Bar & Lounge,,55.208482,-7.619329,Check local listings,,,Portsalon,Donegal
Barney's Old Traditional Pub,,54.769015,-7.245181,Check local listings,,,Plumbridge,
The Coach Inn,,54.880531,-7.420235,Check local listings,,,Ballymagorry,
The Weigh Inn,Dripsey,51.914968,-8.742309,Check local listings,,,Dripsey,Cork
The Lee Valley Inn,Dripsey,51.914689,-8.741867,Check local listings,,,Dripsey,Cork
Street 66,"33-34, Parliament Street, Dublin",53.344509,-6.267609,Check local listings,https://www.street66.bar/,+353 87 421 6759,Dublin,
The Rathcoole Inn,"Main Street, Rathcoole",53.280984,-6.470394,Check local listings,,,Rathcoole,
The Broadway,"Euston Street, Greenore",54.031886,-6.133235,Check local listings,,,Greenore,Louth
Lourdie's,,53.97496,-10.129897,Check local listings,,,Dooagh,
Talk of the Town,,54.144617,-9.741475,Check local listings,,,Bangor Erris,
Milestone Bar & Lounge,,54.036512,-6.185063,Check local listings,,,Carlingford,
Hacienda Bar,"15, Little Mary Street, Dublin",53.348156,-6.270258,Check local listings,,,Dublin,
Anne's Bar,"8, Essex Street East, Dublin",53.345201,-6.266278,Check local listings,https://annesbar.ie/,,Dublin,
Pedlar's Cross Bar,,51.690972,-8.853528,Check local listings,,,Ballinascarty,Cork
The Diamond Jubilee,,54.603304,-5.940387,Check local listings,,,Carrick Hill,
Kades Kounty,,52.04463,-8.425451,Check local listings,,,Glenville,
The Porter House,"Main Street, Castlebridge",52.382556,-6.450614,Check local listings,http://theporterhousecastlebridge.ie/,,Castlebridge,Wexford
Jolly Roger,,51.478511,-9.402894,Check local listings,,,Baltimore,
Lenehan's,"10, Castlecomer Road, Kilkenny",52.657069,-7.246119,Check local listings,,+353 56 772 1621,Kilkenny,Kilkenny
Kitty Mac’s,Ring,51.61281,-8.849652,Check local listings,,,Ring,Cork
Barry’s Pub,Ring,51.613098,-8.849446,Check local listings,,,Ring,Cork
Iggy's Bar,,55.026009,-8.392652,Check local listings,,,Kincasslagh,Donegal
Larne Football and Social Club,"4, Station Road",54.849231,-5.821743,Check local listings,,,Larne,
The Grouse,,54.867849,-6.275541,Check local listings,,,Ballymena,
O’Donoghue’s Bar,"Main Street, Castletownbere",51.651541,-9.909917,Check local listings,,,Castletownbere,
MacCarthy's Bar,"Main Street, Castletownbere",51.651691,-9.910217,Check local listings,,,Castletownbere,
Millbrook Bar,"Knockaneroe, Castletownbere",51.655032,-9.903409,Check local listings,,,Derrymihan,
Twomey’s Ivy Bar,"Bank Place, Castletownbere",51.650525,-9.912216,Check local listings,,,Castletownbere,
Maginns,"9-11, Main Street, Castlewellan",54.258472,-5.941118,Check local listings,,,Castlewellan,
The Ploughman Bar and Grill,"The Rise, Kinsealy",53.445877,-6.200509,Check local listings,,,Dún na Rí,
The Rock,"Rock Street, Cloyne",51.863286,-8.120081,Check local listings,,02120602203919,Cloyne,Cork
Harty's Bar and Restaurant,"Church Street, Cloyne",51.862589,-8.120351,Mo-Su 12:00-00:00,,00353214652401,Cloyne,Cork
The Circular,"536-538, South Circular Road",53.336292,-6.297912,Check local listings,,,Rialto,
Badgers,"18, Orchard Street, Derry",54.995246,-7.319232,Check local listings,,,Derry/Londonderry,
Brophy’s,"Main Street, Borris",52.598353,-6.920587,Check local listings,,,Borris,
The Crossbarry Inn,,51.802303,-8.644829,Check local listings,,,Crossbarry,
Bailey's Inn,,54.622656,-5.959037,Check local listings,,,Oldpark,
Cluskey’s Bar and Restaurant,"Little Ash, Knockbridge",53.978836,-6.522282,Check local listings,http://www.cluskeys.ie/,+353-42-9374223,Knockbridge,Louth
Beaumont House,Dublin,53.385678,-6.23287,Check local listings,,,Beaumont,Dublin
Clonliffe House,"43-44, Ballybough Road, Dublin",53.361165,-6.242573,Check local listings,,,Ballybough,
The Rose & Crown,"140, Ormeau Road, Belfast",54.585301,-5.922661,Check local listings,,,Lower Ormeau,
The Silver Penny,Abbey Street Lower,53.349112,-6.256467,08:00-23:30,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-silver-penny-dublin,+353-1-8746884,Dublin,
Cock & Bull,"Main Street, Coolock",53.389224,-6.200989,Check local listings,https://thecockandbull.ie/,+353 1 867 1919,Coolock,Dublin
O'Keeffe's,,52.573122,-7.717417,Check local listings,,,Killenaule,Tipperary
The Thatch Pub,Cloneen,52.475093,-7.598966,Check local listings,,,Cloneen,Tipperary
Packie's Bar,,52.485862,-7.217736,Check local listings,,,Knocktopher,
Irish's,,52.485653,-7.216868,Check local listings,,,Knocktopher,
The Big Wheel,,52.543728,-7.390822,Check local listings,,,Callan,
The Old Charter House,,52.544362,-7.390082,Check local listings,,,Callan,
The Auld House,,52.476779,-7.447398,Check local listings,,,Ninemilehouse,
Canavans,,53.491078,-8.934899,Check local listings,,,Belclare,
Millars,,54.772552,-5.750888,Check local listings,,,Ballycarry,
Downey’s,"89, Cabra Road, Dublin",53.361238,-6.283039,Check local listings,,,Cabra East,
The Cedar Lounge,"76, Saint Assam's Park, Raheny",53.381237,-6.164861,Check local listings,,,Raheny,Dublin
Grainger's,"74, Malahide Road",53.367688,-6.226848,Su 09:00-23:00; We-Th 09:00-23:30; Fr-Sa 09:00-00:30; Tu 12:00-23:30; Mo 12:00-23:30,,(01) 224 8534,Marino,Dublin
The Bohemian,"66, Phibsborough Road, Dublin",53.361026,-6.273013,Check local listings,,,Phibsborough,Dublin
Sheeran’s Pub,Coolrain,52.97862,-7.566473,Check local listings,,+353578606826,Coolrain Cross,
The Cosy Bar,"44-50, Omeath Street, Belfast",54.588384,-5.903347,Check local listings,,,Willowfield,
Dansie's Bar,,52.468453,-7.831697,Check local listings,,,Rosegreen,
Jackie’s,"40, Francis Street, Dublin",53.341286,-6.274493,Mo-Th 14:00-23:30; Fr-Su 12:00-24:00,https://www.jackies.ie,+353 1 498 8868,The Liberties,Dublin
The Liberty Belle,"33, Francis Street, Dublin",53.341581,-6.274716,Check local listings,,,The Liberties,Dublin
Groomsport Inn,"26, Main Street, Groomsport",54.67585,-5.617267,Check local listings,,,Groomsport,
O'Brien's,,52.591023,-6.276843,Check local listings,,,Ballycanew,
Culleton's of Kilrane,"Kilrane, Wexford",52.241956,-6.35592,Check local listings,,,Kilrane,
Finn MacCool's,"124, Main Street, Bushmills",55.204381,-6.522977,Check local listings,,,Bushmills,
The Scotch House Bar,"51, Main Street, Bushmills",55.206466,-6.523954,Check local listings,,,Bushmills,
Mary Deeney's Pub,,55.09495,-7.23307,Check local listings,,,Iscaheen,
Trawlerman Bar,"James Street, Moville",55.188289,-7.040204,Check local listings,,,Moville,Donegal
Brogan's,"75, Dame Street, Dublin",53.34437,-6.26633,Check local listings,,,Dublin,
The Village Inn,"Main Street, Slane",53.7085,-6.54387,Check local listings,,,Slane,
Lynch’s,"Main Street, Slane",53.708789,-6.545632,Check local listings,,,Slane,
Boyne Valley Inn,"Drogheda Road, Slane",53.708112,-6.541934,Check local listings,,,Slane,
Cassidy’s,"42, Camden Street Lower, Dublin",53.334062,-6.264937,Check local listings,https://www.cassidyshotel.com/,,Portobello,
Johnny Fox's,"3, Ballyneill Road",54.707794,-6.532985,Check local listings,,+44 28 7941 8721,Ballyronan,
The Cove Bar,"126, Shore Road",54.708066,-6.532731,Check local listings,,+44 28 7941 8270,Ballyronan,
The Pantry,,54.756861,-7.420329,Check local listings,,,Douglas Bridge,
Duffs Bar,,54.63585,-6.553604,Check local listings,,,Coagh,
The Bridge Bar,"86, Ballinderry Bridge Road",54.657484,-6.564678,Check local listings,,+44 28 8673 7267,Coagh,
Hawthornes,,54.707894,-6.532232,Check local listings,,,Ballyronan,
Manor House Bar,,54.573665,-8.203218,Check local listings,,,Rossnowlagh,
Leo's Bar Loumnge,,54.767214,-7.248874,Check local listings,,,Plumbridge,
Allen's,Riverstick,51.77297,-8.496286,Check local listings,,,Riverstick,
The Sheddings,,54.921855,-6.088195,Check local listings,,,Aughafatten,
The Thatch Inn,,54.893483,-6.205267,Check local listings,,,Broughshane,
Hlfway House,,54.919685,-6.112526,Check local listings,,,Buckna,
The Coast,,55.089121,-6.964095,Check local listings,,,Carrowclare,
Wolsey's,"26, High Street, Bangor",54.663328,-5.666456,Check local listings,https://www.wolseysbangor.com/,+44 28 9146 0495,Bangor,Down
The Derryvale Inn,Derrynoose,54.229787,-6.769026,Check local listings,,,Derrynoose,
The Prospect Bar,,54.786003,-7.503724,Check local listings,,,Sion Mills,
Rose & Chandlers,"2-6, High Street, Bangor",54.663457,-5.667204,Check local listings,,,Bangor,Down
Smugglers Inn,,54.792321,-7.543286,Check local listings,,,Clady,
Ruby's Bar,"19A, Bridge Street, Antrim",54.71329,-6.219585,Check local listings,,,Antrim,
The Back Shed,,54.713141,-6.219514,Check local listings,,,Antrim,
The Imperial Bar,"4-6, Central Avenue, Bangor",54.661131,-5.668606,Check local listings,,,Bangor,Down
The Anglers Inn,,54.681846,-7.666956,Check local listings,,,Killeter,
The Kings Quay,"9-11, King Street, Bangor",54.661499,-5.668761,Check local listings,,,Bangor,Down
Britton’s Bar,"Station Street, Pettigo",54.548927,-7.831209,Check local listings,,+353830320872,Tullyhommon,
The Roaring Donkey,"6-8, Orilia Terrace, Cobh",51.85378,-8.29558,Check local listings,,+353214811739,Cóbh,Cork
Big John's,"117, Melmount Road",54.789914,-7.473922,Check local listings,,,Sion Mills,
The Corner House,"Main Street, Carrigaline",51.811752,-8.392963,Check local listings,,,Carrigaline,Cork
Patrick Carthy & Sons,"114, Drumcondra Road Upper, Dublin",53.372337,-6.252206,"Mo-We 12:00-23:30, Th-Sa 12:00-02:30, Su 12:30-23:00, PH 12:30+",,,Drumcondra,Dublin
The Castle Bar,,52.983078,-7.932036,Check local listings,,,Shinrone,
Victoria,"Main Street, Shinrone",52.983425,-7.926503,Check local listings,,,Shinrone,
R. Spain,,52.984307,-7.924417,Check local listings,,,Shinrone,
The Kerryman,Crossmaglen,54.076592,-6.606138,Check local listings,,,Crossmaglen,
Cartwheel,"20, Crossmaglen",54.076544,-6.60778,Check local listings,,,Crossmaglen,
McConville’s,Crossmaglen,54.077006,-6.608614,Check local listings,,,Crossmaglen,
Murtagh’s,Crossmaglen,54.07788,-6.609349,Check local listings,,,Crossmaglen,
Short’s,Crossmaglen,54.077737,-6.609206,Check local listings,,,Crossmaglen,
Farmer Browns,Enniskerry Road,53.239591,-6.196766,Check local listings,,,Kilternan,Dublin
Smyth,Donabate,53.485165,-6.151121,Mo-Th 12:00-23:30; Fr 12:00-00:00; Sa 0:00-24:00; Su 12:30-23:00,,,Donabate,Dublin
The Pub,Carriganimmy,51.978602,-9.037014,Check local listings,https://carriganima-ns.weebly.com,+353 26 44107,Carriganimmy,
Kennedy’s,"132-134, Drumcondra Road Lower, Dublin",53.367109,-6.255951,Check local listings,,,Drumcondra,Dublin
Cross View Inn,,54.928558,-7.02574,Check local listings,,,Foreglen,
The Bald Eagle,"114-115, Phibsborough Road, Dublin",53.363962,-6.27166,"Su-We 12:00-24:00, Th 12:00-00:30, Fr,Sa 12:00-01:30",http://thebaldeagle.ie/,+353 1 860-3227,Phibsborough,Dublin
The Back Page,"199, Phibsborough Road, Dublin",53.358519,-6.272959,"Mo-Fr 12:00-01:00; Sa,Su 10:00-00:00; PH off",https://the-back-page.com/,+353 1 535 5941,Phibsborough,Dublin
McHugh’s Bar,"Bridge Street, Carrick-on-Shannon",53.945186,-8.094945,Check local listings,,,Carrick-on-Shannon,
Murtagh’s,"Main Street, Carrick-on-Shannon",53.946669,-8.092389,Check local listings,https://www.murtaghsbar.ie,,Carrick-on-Shannon,
Doyle’s Corner,"160, Phibsborough Road, Dublin",53.360928,-6.272406,Check local listings,,+353 1 6991999,Phibsborough,Dublin
Carlins Bar,,54.969592,-7.200912,Check local listings,,,Knockbrack,
The Black Sheep,"61-63, Capel Street, Dublin",53.349761,-6.269094,Check local listings,https://galwaybaybrewery.com/blacksheep,+35318730013,Dublin,
McHugh’s,"Greetiagh, Bohermeen",53.664656,-6.800812,Check local listings,,,Bohermeen,
The Barracks,,52.568137,-8.338073,Check local listings,,,Pallasgreen,Limerick
Dargle Tavern,,53.203064,-6.121979,Check local listings,,,Bray,
Forbes Bar,,54.619686,-6.547516,Check local listings,,,Coagh,
Mac Donagh,"Main Street, Oranmore",53.269017,-8.929207,Check local listings,,,Oranmore,
The Olde Brewery,"Main Street, Oranmore",53.268601,-8.929582,Check local listings,https://theoldebrewery.ie,,Oranmore,
Glynn’s,"Dublin Road, Oranmore",53.268513,-8.927722,Check local listings,,,Oranmore,
Porterhouse,"Main Street, Oranmore",53.268507,-8.929017,Check local listings,http://www.porterhousegalway.com,,Oranmore,
The Green Room,,52.303667,-10.028735,Check local listings,,,Kilshannig,Kerry
Irwin’s,"7, Castleblaney Street, Newtownhamilton",54.190506,-6.576642,Check local listings,,,Newtownhamilton,
Central Bar,Newtownhamilton,54.190326,-6.576134,Check local listings,,,Newtownhamilton,
Cosy Bar,Newtownhamilton,54.189533,-6.575916,Check local listings,,,Newtownhamilton,
Ollies,,52.440799,-7.882085,Check local listings,,,New Inn,Tipperary
The Fiddlers Elbow,"Barrack Street, Ballaghaderreen",53.901862,-8.577502,Check local listings,https://www.fiddlerselbow.ie/,,Ballaghaderreen,
Boardwalk Social,"6-8, Quay Street, Bangor",54.663749,-5.667032,Check local listings,,,Bangor,Down
Glebeview House,,55.099218,-6.707926,Check local listings,,,Macosquin,
Talk of The Town,,52.904131,-6.606551,Check local listings,,,Kiltegan,Wicklow
Katie Lowe's,,52.90445,-6.606489,Check local listings,,,Kiltegan,Wicklow
The Unicorn,,52.637957,-8.654057,Check local listings,,,Dooradoyle,
Howleys,,54.001689,-8.773828,Check local listings,,,Curry,
Keereen Bar,,52.08947,-7.796909,Check local listings,,,Aglish,
Eddie's,,54.689448,-7.07873,Check local listings,,,Greencastle,
Daveys,,53.953191,-8.699751,Check local listings,,,Carracastle,
The Corner House,"1, Derrymacash Road, Lurgan",54.468303,-6.382946,Check local listings,http://www.cornerhousebar.com,+442838345187,Aghacommon,
McKenna's Bar,,54.731268,-7.124681,Check local listings,,,Greencastle,
Bridge House,,54.864878,-7.078857,Check local listings,,,Park,
Sportsman Bar,,54.892295,-7.022891,Check local listings,,,Feeny,
The Sperrin View,,54.892199,-7.021234,Check local listings,,,Feeny,
The Fields Bar,Dunderrow,51.727416,-8.589262,Mo-Su 12:30-23:30,https://www.facebook.com/fieldsbardunderrow/,,Kilmacsimon,
The Spaniard,"Scilly, Kinsale",51.705072,-8.51678,Check local listings,https://www.thespaniard.ie,+353 21 4772 436,Kinsale,
Gortnadrum House,,54.953057,-6.956535,Check local listings,,,Gortnahey,
Donegans,,53.985777,-8.53066,Check local listings,,,Gorteen,
The Skillet Inn,"North Gate Street, Athenry",53.299284,-8.747236,Check local listings,,,Athenry,
Dan’s Bar,"North Gate Street, Athenry",53.299425,-8.747101,Check local listings,,,Athenry,
Crowe’s Bar,"North Gate Street, Athenry",53.299606,-8.747032,Check local listings,,,Athenry,
Murrays Bar,,53.382332,-8.853636,Check local listings,,,Illaunmunnagh,
Cavanaghs - The Copper Beach,,53.382379,-8.852931,Check local listings,,,Illaunmunnagh,
Fallon's Bar,,53.38087,-8.856979,Check local listings,,,Turloughmore,Galway
Station Bar,,55.050154,-7.184991,Check local listings,,,Eglinton,
The Slaney Inn,Oilgate,52.423869,-6.530426,Check local listings,,+353539138166,Oilgate,
Marty's Bar,,52.504338,-6.38987,Check local listings,,,Oulart,Wexford
The Confession Box,"88, Marlborough Street, Dublin",53.35034,-6.258441,Check local listings,https://c11407968.wixsite.com/ryan,,Dublin,
Madigan’s,"25, North Earl Street, Dublin",53.350082,-6.259347,Check local listings,,,Dublin,
Brannigan’s,"9, Cathedral Street, Dublin",53.350386,-6.259788,Check local listings,https://brannigansbar.ie/,,Dublin,
Briody’s,"97, Marlborough Street, Dublin",53.349581,-6.258165,Check local listings,,,Dublin,
Mooney’s,"4, Abbey Street Lower, Dublin",53.348667,-6.258886,"Su,Mo-We 12:00-22:00; Th-Sa 12:00-23:30",https://www.mooneysbar.ie/,,Dublin,
Phil Bans Pub,,54.987054,-8.497106,Check local listings,,,An Leadhb Gharbh,
The Riverside Inn,Riverstown,53.082532,-7.923607,Check local listings,,,Riverstown,Tipperary
The Old Stand,"Emmet Street, Trim",53.552582,-6.793252,Check local listings,,,Trim,Meath
An Teach Beag,"Recorder's Alley, Clonakilty",51.622726,-8.889851,Check local listings,,,Clonakilty,Cork
The Bulman,Kinsale,51.700098,-8.499689,Mo 16:00-23:30; We-Th 12:30-23:30; Fr-Sa 12:30-00:30; Su 12:30-23:00,https://www.thebulman.ie,+353 21 4772 131,Kinsale,
The Armada Inn,"165-167, Hillside Road, Armoy",55.131512,-6.326114,Check local listings,,,Armoy,
The Rook's Nest,"19, Main Street",55.130941,-6.327457,Check local listings,,,Armoy,
The Pint Depot,,52.701319,-6.985745,Check local listings,,+353 59 972 3723,Royaloak,
Bob's Bar,"The Square, Durrow",52.846769,-7.394634,Check local listings,https://www.bobsbar.ie,+353876165484,Durrow,
Kelly's Cellars,"30-32, Bank Street, Belfast",54.5995,-5.932206,Check local listings,,,Belfast,
The Hercules Bar,"61-63, Castle Street, Belfast",54.599378,-5.93284,Check local listings,,,Belfast,
The Deer's Head,"1-3, Lower Garfield Street, Belfast",54.60147,-5.930423,Check local listings,https://www.thedeersheadbelfast.com,+442890434655,Belfast,
The Rambling House,,53.915228,-8.544383,Check local listings,,,Ballaghaderreen,
Bittle's,"70, Upper Church Lane, Belfast",54.598669,-5.924258,Check local listings,,,Markets,
Revolución de Cuba,"25-39, Arthur Street, Belfast",54.597915,-5.92814,Check local listings,,,Belfast,
Squealin' Pig,,55.068232,-7.269245,Check local listings,,,Muff,Donegal
Finnegans,,55.067712,-7.268762,Check local listings,,,Muff,Donegal
The Coast Inn,"65-67, Church Street, Skerries",53.57884,-6.108854,Check local listings,https://thecoastinn.ie/,,Skerries,Dublin
Room 66,"66, Church Street, Skerries",53.578823,-6.108625,Check local listings,,,Skerries,Dublin
The Snug,"17, New Street, Skerries",53.578679,-6.109514,Check local listings,,,Skerries,Dublin
The Cross Bar,,53.978994,-10.044807,Mo-Sa 10:00-01:00; Su 10:00-00:00,,+353 98 43139,Keel,
The Cabra House,"62-66, Fassaugh Avenue, Dublin",53.367571,-6.298598,Check local listings,,,Cabra West,
Kehoe's bar,,52.403567,-7.538875,Check local listings,,,Kilcash,
Buddy Brennan's,,52.616543,-7.638954,Check local listings,,,New Birmingham,
Nestors Corner Bar,,53.763057,-8.765258,Check local listings,,,Ballyhaunis,
Top of Coom,Kilgarvan,51.903609,-9.291703,Check local listings,https://www.topofcoom.com,+353 64 668 5373,Cúil Aodha,
Myles K. McCann's Bar,"7, John Street, Omagh",54.599676,-7.304697,Check local listings,,,Omagh,
Susie’s Bar,"Main Street, Moville",55.189303,-7.039452,Check local listings,,,Moville,Donegal
Maguire’s,"Main Street, Moville",55.189074,-7.040658,Check local listings,,,Moville,Donegal
McKenna's,"29, Garmoyle Street, Belfast",54.608629,-5.920538,Check local listings,,,Sailortown,
The Milestone,,54.304928,-8.176337,Check local listings,,,Manorhamilton,
The Poet,"King's Square, Belfast",54.589389,-5.84568,Check local listings,,,Tullycarnet,
McGrath’s,"22, Drumcondra Road Lower, Dublin",53.36265,-6.259032,Check local listings,,,Drumcondra,Dublin
Laurel Glen Bar & Lounge,"208, Stewartstown Road, Belfast",54.560199,-6.022307,Check local listings,,,Kilwee,
Riverstown Inn,,51.928475,-8.395529,Check local listings,,,Riverstown,
Bar Square,"Garden Street, Ballina",54.114339,-9.156782,Check local listings,,,Ballina,
Paddy Mac’s,"Garden Street, Ballina",54.114365,-9.156847,Check local listings,,,Ballina,
